Major Place,Minor Place
3621,12647,16
3622,11134,55
3623,10720,26
3624,10135,100
3625,12450,54
3626,13914,50
3627,14576,70
3628,11102,63
3629,12664,80
3630,14397,69
3631,11346,9
3632,14964,76
3633,13648,36
3634,14205,5
3635,11656,99
3636,10244,62
3637,10900,31
3638,14404,65
3639,13534,30
3640,13044,43
3641,12016,34
3642,13913,22
3643,14425,96
3644,14943,37
3645,11214,41
3646,10427,38
3647,10793,71
3648,14490,82
3649,13299,67
3650,10187,16
3651,10201,50
3652,12690,84
3653,10200,37
3654,11620,72
3655,10937,46
3656,10599,9
3657,14617,14
3658,11203,26
3659,11347,92
3660,14916,3
3661,10114,28
3662,10045,79
3663,10247,15
3664,12777,84
3665,11382,60
3666,10912,12
3667,11657,64
3668,14857,46
3669,12231,64
3670,14787,44
3671,12111,12
3672,13632,69
3673,14892,72
3674,12374,26
3675,13609,16
3676,11431,59
3677,11372,29
3678,10150,26
3679,12925,85
3680,12903,11
3681,10672,15
3682,12091,32
3683,13065,99
3684,11231,89
3685,10435,26
3686,10862,4
3687,13544,1
3688,14211,66
3689,11401,21
3690,14724,62
3691,11697,6
3692,14638,15
3693,11403,93
3694,12315,70
3695,13536,79
3696,14078,65
3697,13389,100
3698,14685,87
3699,11999,55
3700,13431,83
3701,10107,24
3702,14753,84
3703,13959,12
3704,14812,32
3705,12535,39
3706,10183,44
3707,13334,37
3708,10968,94
3709,10359,97
3710,13155,51
3711,10299,20
3712,13177,81
3713,11723,100
3714,12424,18
3715,11503,29
3716,12046,45
3717,14864,27
3718,12721,58
3719,12253,32
3720,14293,86
3721,11873,32
3722,13593,42
3723,12627,72
3724,14727,9
3725,13097,24
3726,13355,59
3727,13921,84
3728,11851,2
3729,14687,8
3730,12036,17
3731,14957,97
3732,12951,18
3733,13314,12
3734,10946,50
3735,12180,88
3736,10714,78
3737,14921,48
3738,13372,52
3739,11155,53
3740,12602,72
3741,13920,38
3742,14974,48
3743,12224,49
3744,13192,39
3745,11236,12
3746,13458,70
3747,13553,88
3748,13880,70
3749,10543,1
3750,12569,47
3751,12880,77
3752,12161,16
3753,13953,55
3754,14927,86
3755,11885,45
3756,10177,46
3757,11746,86
3758,12995,88
3759,14377,27
3760,10187,35
3761,10437,67
3762,12690,5
3763,14635,38
3764,12992,23
3765,10721,48
3766,13414,20
3767,14486,19
3768,10558,36
3769,13543,75
3770,11797,28
3771,10895,43
3772,14478,56
3773,12185,56
3774,10928,60
3775,14276,41
3776,13990,11
3777,14825,90
3778,13162,45
3779,13876,69
3780,14466,42
3781,11932,72
3782,13776,49
3783,12839,69
3784,14702,27
3785,11435,72
3786,11478,42
3787,11242,81
3788,13930,58
3789,13265,60
3790,13846,72
3791,13324,78
3792,10386,25
3793,13211,38
3794,10789,83
3795,13638,44
3796,13534,35
3797,14618,18
3798,11022,87
3799,14482,91
3800,14811,20
3801,10819,28
3802,14348,75
3803,12581,90
3804,13516,55
3805,14077,63
3806,12133,27
3807,11256,6
3808,12117,44
3809,10848,66
3810,13156,80
3811,10907,8
3812,11488,47
3813,14433,74
3814,10481,56
3815,10844,87
3816,11201,91
3817,11170,50
3818,10266,92
3819,10609,67
3820,13294,5
3821,11195,4
3822,12737,52
3823,12049,18
3824,12748,2
3825,12187,43
3826,13740,77
3827,14683,64
3828,13978,31
3829,11207,36
3830,12529,49
3831,14663,9
3832,10442,84
3833,13305,4
3834,13760,30
3835,13843,39
3836,14280,29
3837,10354,87
3838,10196,4
3839,14105,69
3840,13188,15
3841,12091,18
3842,13739,90
3843,13241,22
3844,12596,93
3845,13639,9
3846,14429,77
3847,12889,93
3848,10940,23
3849,12974,63
3850,11488,75
3851,12317,48
3852,13683,87
3853,12138,53
3854,12141,24
3855,11251,34
3856,14106,61
3857,11788,91
3858,12993,2
3859,12523,89
3860,11121,32
3861,10799,89
3862,12207,17
3863,10587,1
3864,13224,42
3865,14966,31
3866,14475,98
3867,13309,95
3868,13246,9
3869,14481,81
3870,13654,42
3871,14179,8
3872,11534,6
3873,14663,10
3874,13712,6
3875,13176,18
3876,11180,50
3877,12318,14
3878,10366,86
3879,13661,60
3880,12509,71
3881,11127,72
3882,11033,37
3883,13730,7
3884,12330,85
3885,13658,47
3886,10601,54
3887,10272,23
3888,11411,25
3889,13689,93
3890,11775,57
3891,12616,55
3892,11313,1
3893,11417,46
3894,11172,17
3895,13974,21
3896,12499,44
3897,11142,38
3898,12169,39
3899,12127,14
3900,13178,25
3901,13337,71
3902,10450,52
3903,12788,77
3904,11003,83
3905,14358,13
3906,10421,53
3907,13849,86
3908,10805,4
3909,11836,68
3910,12246,41
3911,14232,71
3912,12877,2
3913,13164,35
3914,11446,13
3915,12212,74
3916,14575,65
3917,13195,28
3918,12012,27
3919,12137,24
3920,14838,96
3921,10078,76
3922,13994,10
3923,11766,41
3924,13364,14
3925,13255,100
3926,11795,61
3927,13610,67
3928,10262,89
3929,11461,90
3930,13018,17
3931,11171,25
3932,10972,25
3933,13257,27
3934,13870,1
3935,10822,49
3936,10705,18
3937,10112,39
3938,11870,97
3939,11151,72
3940,11958,15
3941,11359,8
3942,14404,14
3943,11372,18
3944,10521,36
3945,12962,40
3946,13806,60
3947,13021,69
3948,12489,43
3949,12473,22
3950,13906,19
3951,13678,32
3952,11262,44
3953,14537,37
3954,14462,56
3955,12693,53
3956,12856,33
3957,14774,86
3958,11664,35
3959,10987,47
3960,11685,88
3961,14714,8
3962,10152,64
3963,14195,11
3964,11381,84
3965,12316,39
3966,13126,36
3967,14087,12
3968,12213,53
3969,12528,31
3970,11592,62
3971,10718,19
3972,11948,9
3973,11367,62
3974,10244,24
3975,11612,87
3976,11387,88
3977,11654,42
3978,11822,93
3979,11986,61
3980,13271,77
3981,13731,46
3982,10777,45
3983,14405,86
3984,14096,14
3985,12231,5
3986,14050,30
3987,14302,45
3988,11004,89
3989,12183,85
3990,13506,82
3991,11867,23
3992,12653,53
3993,10319,18
3994,10907,73
3995,11650,4
3996,12942,33
3997,14094,80
3998,11255,9
3999,14194,19
4000,11587,65
4001,13093,33
4002,10105,56
4003,12348,33
4004,12772,36
4005,10575,10
4006,11458,54
4007,11981,92
4008,13957,21
4009,12061,20
4010,13061,34
4011,10768,41
4012,14355,87
4013,12680,45
4014,12649,64
4015,14080,5
4016,13207,46
4017,10776,40
4018,13484,9
4019,13850,49
4020,10881,71
4021,12297,75
4022,10346,15
4023,11456,30
4024,10692,11
4025,12292,93
4026,13651,25
4027,13621,54
4028,13897,76
4029,13684,17
4030,12306,39
4031,12083,96
4032,12061,32
4033,10540,8
4034,10085,25
4035,14476,65
4036,12286,56
4037,13918,4
4038,10623,23
4039,13935,42
4040,10244,34
4041,14459,38
4042,10561,29
4043,10729,16
4044,10039,87
4045,13693,79
4046,13404,69
4047,12158,42
4048,13962,56
4049,12809,30
4050,14011,82
4051,10213,87
4052,14262,87
4053,13109,13
4054,13025,69
4055,11158,15
4056,10928,85
4057,11485,79
4058,14038,93
4059,13870,83
4060,12106,14
4061,11442,30
4062,12546,3
4063,12609,7
4064,11821,65
4065,12162,66
4066,13403,16
4067,12024,94
4068,14815,75
4069,13809,58
4070,11128,62
4071,13907,81
4072,13893,29
4073,12767,91
4074,12949,73
4075,13988,48
4076,13487,89
4077,10635,47
4078,10855,6
4079,12558,32
4080,14618,74
4081,11804,71
4082,11160,26
4083,10300,90
4084,13568,57
4085,13695,22
4086,12306,61
4087,14142,23
4088,11050,85
4089,12612,60
4090,10204,57
4091,11305,20
4092,12618,45
4093,11141,48
4094,10633,86
4095,11910,77
4096,11030,68
4097,10770,9
4098,11279,92
4099,10549,91
4100,10245,96
4101,14704,46
4102,11001,42
4103,11875,70
4104,12219,26
4105,12986,93
4106,13932,20
4107,14462,67
4108,11906,51
4109,10760,85
4110,11237,32
4111,10774,14
4112,10637,3
4113,10799,70
4114,13615,87
4115,13192,45
4116,14245,75
4117,14423,75
4118,11258,76
4119,12039,32
4120,11727,29
4121,13820,58
4122,14645,79
4123,13977,5
4124,14905,37
4125,10708,24
4126,12122,7
4127,14878,57
4128,14116,33
4129,12018,50
4130,11211,65
4131,14101,29
4132,13059,21
4133,13032,93
4134,10737,61
4135,10337,22
4136,13683,86
4137,13032,75
4138,14452,20
4139,11446,92
4140,11012,90
4141,13240,98
4142,10969,100
4143,11817,86
4144,11190,12
4145,14324,45
4146,12500,34
4147,12739,60
4148,13954,41
4149,11635,15
4150,13750,72
4151,14303,69
4152,11115,8
4153,14655,5
4154,13477,84
4155,13030,1
4156,12783,81
4157,14101,65
4158,14293,39
4159,11781,40
4160,10771,49
4161,14664,73
4162,13179,61
4163,11580,29
4164,11583,28
4165,11458,47
4166,14692,9
4167,13946,73
4168,11698,18
4169,10029,16
4170,13987,8
4171,13617,4
4172,11766,27
4173,13876,14
4174,10648,99
4175,13744,2
4176,12956,81
4177,11693,59
4178,10715,63
4179,13295,31
4180,10423,40
4181,12402,29
4182,14048,17
4183,13552,10
4184,12607,26
4185,13223,29
4186,10369,44
4187,12738,4
4188,14880,96
4189,10631,52
4190,12801,86
4191,12199,92
4192,10093,95
4193,11960,97
4194,11140,22
4195,13586,89
4196,11232,37
4197,11695,65
4198,10056,67
4199,11821,99
4200,10093,48
4201,10847,89
4202,11141,70
4203,13107,74
4204,10258,34
4205,10352,92
4206,14254,100
4207,10098,72
4208,10705,50
4209,14585,9
4210,14470,89
4211,11416,41
4212,10976,25
4213,12507,99
4214,11566,87
4215,13578,48
4216,12212,57
4217,10068,7
4218,14383,3
4219,10364,98
4220,11879,43
4221,13707,4
4222,11319,88
4223,12405,16
4224,13421,36
4225,13920,27
4226,10990,80
4227,10013,34
4228,13133,58
4229,13231,13
4230,12228,95
4231,13451,93
4232,10019,32
4233,14301,50
4234,11432,83
4235,12590,83
4236,10408,67
4237,13161,30
4238,14466,92
4239,13516,46
4240,11770,11
4241,11703,5
4242,13221,90
4243,13843,49
4244,11665,97
4245,12497,6
4246,10057,88
4247,12226,81
4248,12495,23
4249,11545,37
4250,11280,91
4251,10097,44
4252,10904,14
4253,11595,8
4254,11097,29
4255,11263,62
4256,12512,60
4257,11709,55
4258,12035,79
4259,12779,13
4260,14109,90
4261,14264,11
4262,14619,78
4263,10540,94
4264,11162,14
4265,12673,8
4266,11311,15
4267,10200,47
4268,12664,2
4269,11384,63
4270,10485,14
4271,10404,87
4272,12676,24
4273,12255,21
4274,10373,94
4275,14099,12
4276,10251,94
4277,13140,34
4278,12058,64
4279,12316,67
4280,10913,87
4281,12866,28
4282,11532,76
4283,11295,82
4284,10087,93
4285,13143,58
4286,12947,28
4287,12247,1
4288,12605,20
4289,14671,68
4290,11396,77
4291,10588,76
4292,13038,25
4293,13970,45
4294,10794,63
4295,14584,27
4296,10120,97
4297,14096,6
4298,14886,87
4299,11822,50
4300,10439,66
4301,14703,88
4302,14003,82
4303,12209,3
4304,12604,79
4305,10193,6
4306,10188,79
4307,12729,83
4308,10184,2
4309,11439,53
4310,10251,49
4311,10808,99
4312,12454,24
4313,14598,37
4314,14272,27
4315,10749,8
4316,10619,82
4317,11507,5
4318,11655,29
4319,13439,69
4320,11614,52
4321,11927,74
4322,10381,3
4323,14625,86
4324,10226,26
4325,12992,61
4326,11130,38
4327,12247,11
4328,11871,79
4329,14257,49
4330,14553,72
4331,12173,61
4332,14653,39
4333,13611,51
4334,12245,54
4335,12889,32
4336,13376,31
4337,10583,4
4338,14229,24
4339,10958,49
4340,10487,65
4341,14727,56
4342,10376,90
4343,12367,39
4344,10023,74
4345,11637,74
4346,13836,29
4347,11614,16
4348,12945,53
4349,12980,99
4350,14095,58
4351,11937,68
4352,10467,28
4353,10964,3
4354,10787,71
4355,10572,27
4356,14417,63
4357,14802,59
4358,12965,21
4359,11396,90
4360,13185,50
4361,14277,31
4362,10132,26
4363,11521,42
4364,13748,92
4365,12462,5
4366,13298,3
4367,11758,32
4368,13148,34
4369,12752,5
4370,11681,11
4371,14516,96
4372,14857,38
4373,12810,8
4374,13179,50
4375,13783,80
4376,10051,52
4377,12168,63
4378,10475,74
4379,13452,100
4380,11395,34
4381,11421,54
4382,14858,62
4383,13334,28
4384,10791,31
4385,12932,37
4386,12102,60
4387,11146,52
4388,10199,85
4389,13109,1
4390,12189,36
4391,12698,15
4392,14442,57
4393,14075,31
4394,10113,92
4395,14079,29
4396,10150,47
4397,10957,82
4398,11327,62
4399,13374,68
4400,14065,3
4401,11775,22
4402,10885,30
4403,13897,97
4404,13002,92
4405,10647,84
4406,11172,43
4407,11751,22
4408,14709,37
4409,14538,54
4410,10737,21
4411,10191,1
4412,14655,2
4413,13775,20
4414,14491,7
4415,13971,41
4416,14299,6
4417,11564,51
4418,11700,12
4419,14544,4
4420,10095,16
4421,10798,75
4422,10846,81
4423,13622,15
4424,13197,62
4425,13305,29
4426,11777,36
4427,13711,42
4428,14802,27
4429,13055,50
4430,14722,10
4431,13986,15
4432,11398,66
4433,13957,71
4434,14070,87
4435,11054,76
4436,12245,37
4437,12471,92
4438,11425,50
4439,14412,4
4440,10790,50
4441,14193,39
4442,13846,60
4443,14077,85
4444,13328,100
4445,12278,83
4446,12347,57
4447,11797,42
4448,10409,63
4449,11696,89
4450,13129,42
4451,11237,4
4452,12860,75
4453,11563,97
4454,14467,6
4455,14157,41
4456,13613,44
4457,14039,95
4458,11270,90
4459,11258,27
4460,14463,88
4461,13703,66
4462,12880,49
4463,10370,44
4464,13835,57
4465,11519,22
4466,14532,52
4467,14744,51
4468,14422,80
4469,14353,29
4470,11170,28
4471,14469,33
4472,10383,74
4473,13028,67
4474,12646,5
4475,10319,9
4476,13893,95
4477,11894,1
4478,14768,84
4479,11530,81
4480,11219,13
4481,13799,84
4482,11264,70
4483,12398,36
4484,12320,18
4485,11432,29
4486,11371,46
4487,12773,47
4488,10500,69
4489,14307,69
4490,11052,82
4491,10132,15
4492,12818,21
4493,13220,23
4494,11681,5
4495,13794,44
4496,11152,99
4497,14807,15
4498,12045,85
4499,11458,99
4500,12222,3
4501,13781,58
4502,14733,84
4503,10310,52
4504,14061,21
4505,12015,76
4506,10113,63
4507,11185,68
4508,11296,47
4509,12023,80
4510,14724,10
4511,13548,40
4512,12914,5
4513,10416,58
4514,12409,89
4515,12280,94
4516,10036,32
4517,10645,71
4518,11789,11
4519,10385,76
4520,14818,74
4521,12587,56
4522,14880,45
4523,12027,96
4524,12245,30
4525,13187,51
4526,14587,77
4527,11187,69
4528,12949,2
4529,10649,46
4530,11338,76
4531,11965,8
4532,11632,21
4533,11864,81
4534,12929,72
4535,13259,23
4536,10064,76
4537,11887,64
4538,14723,28
4539,12155,4
4540,10358,51
4541,10039,24
4542,13735,23
4543,11124,99
4544,14204,77
4545,14582,23
4546,11948,18
4547,11550,75
4548,14171,65
4549,10731,89
4550,12367,87
4551,13087,29
4552,14141,66
4553,14279,35
4554,14884,8
4555,13537,38
4556,10535,78
4557,12670,25
4558,10895,32
4559,10329,100
4560,13183,57
4561,11683,86
4562,14806,42
4563,10415,30
4564,13743,71
4565,13022,100
4566,11160,7
4567,12513,64
4568,11086,57
4569,12567,25
4570,12864,26
4571,11692,40
4572,11800,18
4573,14914,79
4574,14955,93
4575,10134,100
4576,10225,66
4577,10394,65
4578,12451,17
4579,12017,29
4580,10179,7
4581,14647,2
4582,14452,72
4583,12655,30
4584,10504,99
4585,14594,6
4586,10087,70
4587,10787,9
4588,14118,64
4589,10773,26
4590,10776,43
4591,14468,25
4592,10927,84
4593,13240,63
4594,11137,81
4595,12920,17
4596,12560,52
4597,12123,96
4598,13077,54
4599,11266,89
4600,13322,31
4601,10642,48
4602,14618,32
4603,14892,33
4604,11839,43
4605,10716,45
4606,12583,56
4607,14287,16
4608,11472,69
4609,10718,33
4610,11787,100
4611,12211,63
4612,10992,94
4613,14682,2
4614,13066,88
4615,12110,25
4616,12825,83
4617,14864,33
4618,10824,40
4619,14971,57
4620,11809,64
4621,11522,98
4622,12354,67
4623,12968,37
4624,14717,60
4625,11176,78
4626,11092,27
4627,13410,42
4628,13247,95
4629,11670,45
4630,10092,40
4631,12561,35
4632,13170,51
4633,10863,67
4634,13972,6
4635,10299,53
4636,11226,74
4637,10707,70
4638,12957,91
4639,10950,12
4640,10480,27
4641,14019,43
4642,13819,85
4643,13546,35
4644,10591,79
4645,13481,22
4646,13335,95
4647,10305,20
4648,11568,36
4649,14585,74
4650,10817,26
4651,11127,61
4652,14089,54
4653,13168,69
4654,14579,32
4655,12565,54
4656,10410,88
4657,10908,32
4658,11495,61
4659,12482,42
4660,14934,57
4661,12607,5
4662,13842,75
4663,13990,67
4664,12749,60
4665,10604,83
4666,10286,17
4667,12695,19
4668,10036,52
4669,12721,44
4670,12937,62
4671,13914,50
4672,12364,13
4673,11886,25
4674,12344,97
4675,11330,77
4676,10312,78
4677,12963,55
4678,13894,30
4679,13617,40
4680,11015,9
4681,11449,15
4682,14998,48
4683,10210,42
4684,13778,38
4685,11666,31
4686,14758,62
4687,12545,63
4688,10746,78
4689,11104,87
4690,12976,48
4691,11928,23
4692,11193,66
4693,12236,75
4694,11773,39
4695,10414,39
4696,14348,98
4697,11205,28
4698,11655,44
4699,10262,82
4700,12619,81
4701,11938,48
4702,14571,16
4703,11800,78
4704,11649,90
4705,14589,57
4706,12661,23
4707,13101,36
4708,13246,66
4709,12904,71
4710,13824,2
4711,11978,36
4712,14377,50
4713,13885,62
4714,14666,30
4715,12705,11
4716,14133,9
4717,11213,45
4718,11022,76
4719,12889,29
4720,10760,90
4721,13171,100
4722,10146,15
4723,14748,6
4724,13220,51
4725,14234,77
4726,12997,5
4727,10721,59
4728,14544,1
4729,14279,11
4730,12662,48
4731,10805,25
4732,10850,3
4733,13808,88
4734,11604,24
4735,12228,31
4736,14910,47
4737,13982,29
4738,10084,74
4739,14297,12
4740,11363,53
4741,11839,81
4742,12354,33
4743,11083,23
4744,10687,89
4745,13215,38
4746,11884,89
4747,13041,99
4748,10690,49
4749,13381,44
4750,11910,78
4751,12946,28
4752,11425,45
4753,11121,95
4754,10595,29
4755,12378,81
4756,14397,65
4757,10284,39
4758,13936,73
4759,13301,41
4760,13344,63
4761,11921,62
4762,14679,95
4763,12120,77
4764,10703,45
4765,11054,92
4766,12920,98
4767,14496,78
4768,11659,44
4769,14911,4
4770,14291,49
4771,10571,18
4772,10840,70
4773,13830,83
4774,10495,31
4775,12002,56
4776,11497,71
4777,13216,18
4778,13383,96
4779,12096,3
4780,11464,33
4781,14103,10
4782,10512,87
4783,10744,73
4784,10789,77
4785,11046,48
4786,14493,76
4787,13837,88
4788,10197,29
4789,12385,95
4790,13423,7
4791,11132,51
4792,14376,93
4793,10835,86
4794,12239,62
4795,14059,46
4796,13927,97
4797,10848,55
4798,13564,36
4799,12429,50
4800,11509,14
4801,14742,94
4802,11387,69
4803,12663,94
4804,12621,24
4805,10777,10
4806,14066,36
4807,10594,63
4808,12044,65
4809,13635,99
4810,14414,75
4811,10335,88
4812,12603,100
4813,13282,78
4814,13707,49
4815,12154,92
4816,14832,38
4817,14757,50
4818,14034,87
4819,10293,68
4820,12175,20
4821,12096,68
4822,12950,38
4823,14111,63
4824,11949,61
4825,14351,70
4826,12632,18
4827,13000,51
4828,10188,78
4829,11757,17
4830,12477,49
4831,13703,44
4832,14980,39
4833,13699,13
4834,12981,38
4835,14765,83
4836,12265,11
4837,12096,72
4838,10056,38
4839,14447,16
4840,11040,69
4841,13691,60
4842,12433,76
4843,12032,72
4844,12039,70
4845,11377,28
4846,10162,81
4847,14028,34
4848,14105,59
4849,11062,7
4850,13252,45
4851,10926,22
4852,14855,69
4853,14467,93
4854,10828,36
4855,11770,35
4856,11105,13
4857,14490,61
4858,12802,13
4859,11153,93
4860,10752,70
4861,10695,80
4862,13916,66
4863,14979,17
4864,12827,2
4865,11127,25
4866,12922,47
4867,10953,7
4868,13968,60
4869,13238,17
4870,14091,84
4871,13227,14
4872,12816,99
4873,14459,59
4874,14289,46
4875,12221,19
4876,14155,58
4877,11819,77
4878,10115,65
4879,11614,96
4880,14035,34
4881,10827,44
4882,11178,38
4883,10182,37
4884,11827,42
4885,13788,32
4886,14491,96
4887,11848,26
4888,13748,13
4889,11630,59
4890,14988,59
4891,14647,52
4892,10200,35
4893,12153,81
4894,11357,52
4895,14933,71
4896,14620,87
4897,13511,71
4898,12148,45
4899,12032,8
4900,13232,9
4901,10613,58
4902,14229,16
4903,14702,38
4904,12350,43
4905,14424,51
4906,12252,74
4907,11264,9
4908,13193,38
4909,13422,75
4910,12534,85
4911,12565,37
4912,14783,50
4913,13314,66
4914,13321,52
4915,11542,57
4916,10725,94
4917,12437,96
4918,12120,7
4919,14376,70
4920,11039,50
4921,11354,26
4922,13945,70
4923,13544,11
4924,10777,38
4925,10730,77
4926,12173,8
4927,12091,39
4928,14566,60
4929,14766,62
4930,12702,100
4931,14475,62
4932,12951,10
4933,10042,33
4934,11098,1
4935,12831,52
4936,12456,79
4937,10175,13
4938,11180,93
4939,14985,10
4940,13889,63
4941,11471,83
4942,11203,6
4943,13222,65
4944,14464,33
4945,10969,13
4946,14049,63
4947,13951,61
4948,13654,30
4949,11465,58
4950,11024,45
4951,11050,6
4952,13458,52
4953,11431,98
4954,12637,40
4955,13369,14
4956,11348,23
4957,12534,67
4958,10612,96
4959,13692,65
4960,10506,92
4961,11286,99
4962,14641,82
4963,12072,86
4964,10400,51
4965,14580,96
4966,13607,36
4967,11570,65
4968,11426,24
4969,11500,88
4970,12714,25
4971,14473,39
4972,11446,65
4973,10368,55
4974,14935,99
4975,11089,30
4976,10687,28
4977,10684,77
4978,11675,79
4979,12709,50
4980,14195,21
4981,14378,63
4982,12509,21
4983,11386,85
4984,12057,21
4985,14967,76
4986,10603,48
4987,10518,88
4988,11392,26
4989,13648,50
4990,12961,90
4991,12120,66
4992,14133,15
4993,11468,42
4994,11656,72
4995,11757,61
4996,12544,71
4997,14328,65
4998,13347,58
4999,12723,9
5000,11536,51
5001,13276,1
5002,12570,93
5003,12671,65
5004,14088,17
5005,12623,82
5006,12151,55
5007,11277,67
5008,13797,72
5009,11160,5
5010,10363,73
5011,12275,95
5012,12113,10
5013,10756,44
5014,11146,90
5015,13520,89
5016,14270,17
5017,13851,59
5018,14788,3
5019,10597,34
5020,11646,62
5021,13741,42
5022,12009,70
5023,10975,75
5024,11380,13
5025,13783,5
5026,10803,13
5027,14068,13
5028,12481,17
5029,10250,50
5030,10346,19
5031,11307,37
5032,12255,20
5033,14750,82
5034,13536,86
5035,14352,4
5036,13392,98
5037,12114,50
5038,14259,72
5039,11682,52
5040,13472,23
5041,13145,92
5042,14029,94
5043,12076,7
5044,10178,91
5045,12521,40
5046,14703,17
5047,13461,11
5048,14183,40
5049,13322,21
5050,10134,59
5051,13870,73
5052,13420,12
5053,13149,26
5054,12894,30
5055,11593,19
5056,13894,57
5057,12661,42
5058,10896,52
5059,10395,15
5060,10415,34
5061,13060,26
5062,13693,48
5063,11273,72
5064,13153,37
5065,12888,59
5066,10981,87
5067,13329,64
5068,10647,55
5069,14959,83
5070,14829,38
5071,12780,6
5072,11511,51
5073,14845,40
5074,10109,60
5075,14461,17
5076,11119,72
5077,10280,37
5078,11009,93
5079,13827,39
5080,10441,72
5081,11304,44
5082,10681,92
5083,14192,43
5084,11323,27
5085,11213,50
5086,14895,56
5087,12189,8
5088,12991,49
5089,10213,19
5090,10189,96
5091,13882,97
5092,11033,88
5093,12799,74
5094,12036,73
5095,14859,19
5096,10818,76
5097,10843,85
5098,12426,80
5099,13464,26
5100,12639,49
5101,11513,71
5102,14224,68
5103,13613,63
5104,13110,41
5105,14047,68
5106,12806,23
5107,14806,25
5108,10562,34
5109,12549,86
5110,12165,33
5111,11007,57
5112,12235,33
5113,10360,5
5114,10766,75
5115,10826,46
5116,12859,53
5117,14542,45
5118,11166,56
5119,10643,84
5120,10107,39
5121,11181,12
5122,14630,40
5123,13343,71
5124,14360,19
5125,13103,97
5126,13842,92
5127,10385,21
5128,11573,34
5129,12494,21
5130,13772,56
5131,12948,36
5132,13029,13
5133,10618,4
5134,12932,69
5135,14642,2
5136,10654,15
5137,11582,92
5138,10911,3
5139,13864,49
5140,11718,34
5141,11410,24
5142,13536,76
5143,13529,85
5144,14006,44
5145,11993,16
5146,13632,34
5147,10185,2
5148,11436,65
5149,11990,17
5150,10629,92
5151,13864,97
5152,10384,48
5153,14542,43
5154,12211,20
5155,14484,83
5156,12500,48
5157,14482,15
5158,10245,55
5159,11021,2
5160,11094,36
5161,13705,56
5162,11810,58
5163,13329,65
5164,10962,10
5165,12725,91
5166,10656,98
5167,10228,54
5168,11826,81
5169,10761,22
5170,14214,61
5171,11527,4
5172,13581,1
5173,12047,7
5174,12918,79
5175,14345,92
5176,11361,29
5177,14823,49
5178,14292,72
5179,10034,65
5180,13005,56
5181,13843,2
5182,10945,50
5183,10394,37
5184,10229,6
5185,14177,68
5186,11408,43
5187,14487,66
5188,10719,90
5189,14451,27
5190,11835,66
5191,13089,44
5192,13864,40
5193,10147,76
5194,12943,71
5195,13136,13
5196,11800,13
5197,12728,58
5198,13828,40
5199,14792,33
5200,14295,92
5201,10779,21
5202,12746,24
5203,13834,49
5204,11720,82
5205,12014,20
5206,10059,81
5207,14521,72
5208,10528,61
5209,14254,21
5210,10689,19
5211,14790,59
5212,10365,13
5213,11399,27
5214,14194,63
5215,13656,73
5216,11057,28
5217,14619,50
5218,10505,43
5219,11647,57
5220,10319,24
5221,11423,62
5222,10199,66
5223,10638,56
5224,13232,89
5225,10607,20
5226,12142,9
5227,14996,28
5228,13540,6
5229,10629,26
5230,13431,49
5231,14814,14
5232,10724,36
5233,14082,11
5234,13349,43
5235,14894,62
5236,13564,91
5237,13279,80
5238,10536,45
5239,13409,1
5240,10757,68
5241,11314,67
5242,13375,44
5243,10023,87
5244,13885,37
5245,14283,2
5246,11530,74
5247,11053,57
5248,14478,19
5249,14061,7
5250,11786,37
5251,10379,96
5252,12223,61
5253,13859,89
5254,11123,54
5255,11206,14
5256,10965,31
5257,14929,17
5258,13730,70
5259,10554,79
5260,12084,48
5261,12425,26
5262,12130,7
5263,14781,52
5264,14360,68
5265,14880,31
5266,14433,76
5267,11697,43
5268,10888,7
5269,13003,44
5270,12251,60
5271,12035,8
5272,14819,23
5273,10218,82
5274,12263,64
5275,14195,25
5276,14146,69
5277,12547,100
5278,10041,51
5279,14542,66
5280,14438,91
5281,13309,37
5282,12663,39
5283,14597,46
5284,13002,50
5285,12731,80
5286,12073,72
5287,13740,77
5288,13224,28
5289,11331,68
5290,14087,39
5291,13356,69
5292,13489,14
5293,12710,80
5294,12008,80
5295,12664,46
5296,12183,28
5297,13211,87
5298,12031,65
5299,10218,13
5300,10764,88
5301,14212,56
5302,12326,14
5303,14605,87
5304,12412,51
5305,11828,61
5306,10685,67
5307,11700,60
5308,10332,81
5309,12044,9
5310,14319,9
5311,14870,23
5312,14160,15
5313,12419,16
5314,13307,67
5315,12716,99
5316,11626,99
5317,12364,21
5318,14550,53
5319,11055,80
5320,11178,46
5321,12699,35
5322,12629,18
5323,13422,72
5324,13498,98
5325,11415,19
5326,13286,76
5327,10343,26
5328,10148,25
5329,12904,24
5330,10755,36
5331,12462,96
5332,11019,88
5333,13186,10
5334,14664,10
5335,11245,71
5336,13767,33
5337,11962,15
5338,12334,62
5339,10753,19
5340,13758,21
5341,10626,65
5342,14995,76
5343,13602,3
5344,10578,48
5345,14003,65
5346,12363,83
5347,10958,7
5348,10601,47
5349,14271,51
5350,12514,86
5351,14837,11
5352,10472,96
5353,13727,83
5354,13776,67
5355,14081,88
5356,13880,25
5357,10983,49
5358,13338,10
5359,10107,46
5360,13218,73
5361,10413,56
5362,13795,92
5363,13360,57
5364,10745,64
5365,10317,3
5366,11477,54
5367,11857,68
5368,11239,79
